Symbol,Alias,SrcDbId,SrcName
ATG16L1,ATG16A,ENSG00000085978,Ensembl
ATG16L1,APG16L,ENSG00000085978,Ensembl
ATG16L1,autophagy related 16 like 1,ENSG00000085978,Ensembl
ATG16L1,WD repeat domain 30,55054,NCBI Gene
ATG16L1,ATG16 autophagy related 16-like 1,55054,NCBI Gene
ATG16L1,APG16L beta,55054,NCBI Gene
ATG16L1,autophagy-related protein 16-1,55054,NCBI Gene
ATG16L1,WDR30,55054,NCBI Gene
ATG16L1,IBD10,55054,NCBI Gene
ATG16L1,ATG16L,55054,NCBI Gene
ATG16L1,ATG16A,55054,NCBI Gene
ATG16L1,APG16L,55054,NCBI Gene
ATG16L1,autophagy related 16 like 1,55054,NCBI Gene
ATG16L1,ATG16 autophagy related 16-like 1 (S. cerevisiae),21498,HGNC
ATG16L1,ATG16 autophagy related 16-like (S. cerevisiae),21498,HGNC
ATG16L1,APG16 autophagy 16-like (S. cerevisiae),21498,HGNC
ATG16L1,ATG16A,21498,HGNC
ATG16L1,FLJ10035,21498,HGNC
ATG16L1,WDR30,21498,HGNC
ATG16L1,autophagy related 16 like 1,21498,HGNC
ATG4B,KIAA0943,ENSG00000168397,Ensembl
ATG4B,DKFZp586D1822,ENSG00000168397,Ensembl
ATG4B,AUTL1,ENSG00000168397,Ensembl
ATG4B,Apg4B,ENSG00000168397,Ensembl
ATG4B,autophagy related 4B cysteine peptidase,ENSG00000168397,Ensembl
ATG4B,hAPG4B,23192,NCBI Gene
ATG4B,autophagy-related protein 4 homolog B,23192,NCBI Gene
ATG4B,autophagy-related cysteine endopeptidase 1,23192,NCBI Gene
ATG4B,autophagin-1,23192,NCBI Gene
ATG4B,AUT-like 1 cysteine endopeptidase,23192,NCBI Gene
ATG4B,ATG4 autophagy related 4 homolog B,23192,NCBI Gene
ATG4B,APG4 autophagy 4 homolog B,23192,NCBI Gene
ATG4B,cysteine protease ATG4B,23192,NCBI Gene
ATG4B,HsAPG4B,23192,NCBI Gene
ATG4B,AUTL1,23192,NCBI Gene
ATG4B,Apg4B,23192,NCBI Gene
ATG4B,autophagy related 4B cysteine peptidase,23192,NCBI Gene
ATG4B,"autophagy related 4B, cysteine peptidase",20790,HGNC
ATG4B,ATG4 autophagy related 4 homolog B (S. cerevisiae),20790,HGNC
ATG4B,APG4 autophagy 4 homolog B (S. cerevisiae),20790,HGNC
ATG4B,AUTL1,20790,HGNC
ATG4B,DKFZp586D1822,20790,HGNC
ATG4B,KIAA0943,20790,HGNC
ATG4B,Apg4B,20790,HGNC
ATG4B,autophagy related 4B cysteine peptidase,20790,HGNC
ATG5,hAPG5,ENSG00000057663,Ensembl
ATG5,ASP,ENSG00000057663,Ensembl
ATG5,APG5L,ENSG00000057663,Ensembl
ATG5,APG5,ENSG00000057663,Ensembl
ATG5,autophagy related 5,ENSG00000057663,Ensembl
ATG5,apoptosis-specific protein,9474,NCBI Gene
ATG5,ATG5 autophagy related 5 homolog,9474,NCBI Gene
ATG5,APG5 autophagy 5-like,9474,NCBI Gene
ATG5,autophagy protein 5,9474,NCBI Gene
ATG5,hAPG5,9474,NCBI Gene
ATG5,SCAR25,9474,NCBI Gene
ATG5,ASP,9474,NCBI Gene
ATG5,APG5L,9474,NCBI Gene
ATG5,APG5-LIKE,9474,NCBI Gene
ATG5,APG5,9474,NCBI Gene
ATG5,autophagy related 5,9474,NCBI Gene
ATG5,ATG5 autophagy related 5 homolog (S. cerevisiae),589,HGNC
ATG5,APG5 autophagy 5-like (S. cerevisiae),589,HGNC
ATG5,"APG5 (autophagy 5, S. cerevisiae)-like",589,HGNC
ATG5,hAPG5,589,HGNC
ATG5,APG5,589,HGNC
ATG5,ASP,589,HGNC
ATG5,autophagy related 5,589,HGNC
ATG7,GSA7,ENSG00000197548,Ensembl
ATG7,DKFZp434N0735,ENSG00000197548,Ensembl
ATG7,APG7L,ENSG00000197548,Ensembl
ATG7,autophagy related 7,ENSG00000197548,Ensembl
ATG7,ubiquitin-activating enzyme E1-like protein,10533,NCBI Gene
ATG7,hAGP7,10533,NCBI Gene
ATG7,ATG12-activating enzyme E1 ATG7,10533,NCBI Gene
ATG7,APG7 autophagy 7-like,10533,NCBI Gene
ATG7,ubiquitin-like modifier-activating enzyme ATG7,10533,NCBI Gene
ATG7,SCAR31,10533,NCBI Gene
ATG7,GSA7,10533,NCBI Gene
ATG7,APG7L,10533,NCBI Gene
ATG7,APG7-LIKE,10533,NCBI Gene
ATG7,autophagy related 7,10533,NCBI Gene
ATG7,ATG7 autophagy related 7 homolog (S. cerevisiae),16935,HGNC
ATG7,APG7 autophagy 7-like (S. cerevisiae),16935,HGNC
ATG7,ubiquitin-activating enzyme E1-like protein,16935,HGNC
ATG7,DKFZp434N0735,16935,HGNC
ATG7,GSA7,16935,HGNC
ATG7,autophagy related 7,16935,HGNC
ATIC,PURH,ENSG00000138363,Ensembl
ATIC,IMPCHASE,ENSG00000138363,Ensembl
ATIC,AICARFT,ENSG00000138363,Ensembl
ATIC,5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase,ENSG00000138363,Ensembl
ATIC,phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase,471,NCBI Gene
ATIC,epididymis secretory sperm binding protein Li 70p,471,NCBI Gene
ATIC,bifunctional purine biosynthesis protein PURH,471,NCBI Gene
ATIC,AICARFT/IMPCHASE,471,NCBI Gene
ATIC,AICAR transformylase/inosine monophosphate cyclohydrolase,471,NCBI Gene
ATIC,AICAR formyltransferase/IMP cyclohydrolase bifunctional enzyme,471,NCBI Gene
ATIC,5-aminoimidazole-4-carboxamide-1-beta-D-ribonucleotide transformylase/inosinicase,471,NCBI Gene
ATIC,bifunctional purine biosynthesis protein ATIC,471,NCBI Gene
ATIC,PURH,471,NCBI Gene
ATIC,IMPCHASE,471,NCBI Gene
ATIC,HEL-S-70p,471,NCBI Gene
ATIC,AICARFT,471,NCBI Gene
ATIC,AICAR,471,NCBI Gene
ATIC,5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase,471,NCBI Gene
ATIC,phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase,794,HGNC
ATIC,IMPCHASE,794,HGNC
ATIC,AICARFT,794,HGNC
ATIC,PURH,794,HGNC
ATIC,5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase,794,HGNC
ATM,TELO1,ENSG00000149311,Ensembl
ATM,TEL1,ENSG00000149311,Ensembl
ATM,ATDC,ENSG00000149311,Ensembl
ATM,ATD,ENSG00000149311,Ensembl
ATM,ATC,ENSG00000149311,Ensembl
ATM,ATA,ENSG00000149311,Ensembl
ATM,ATM serine/threonine kinase,ENSG00000149311,Ensembl
ATM,serine/threonine kinase ATM,472,NCBI Gene
ATM,ataxia telangiectasia mutated,472,NCBI Gene
ATM,"TEL1, telomere maintenance 1, homolog",472,NCBI Gene
ATM,AT mutated,472,NCBI Gene
ATM,A-T mutated,472,NCBI Gene
ATM,serine-protein kinase ATM,472,NCBI Gene
ATM,TELO1,472,NCBI Gene
ATM,TEL1,472,NCBI Gene
ATM,ATE,472,NCBI Gene
ATM,ATDC,472,NCBI Gene
ATM,ATD,472,NCBI Gene
ATM,ATC,472,NCBI Gene
ATM,ATA,472,NCBI Gene
ATM,AT1,472,NCBI Gene
ATM,ATM serine/threonine kinase,472,NCBI Gene
ATM,ataxia telangiectasia mutated,795,HGNC
ATM,"ataxia telangiectasia mutated (includes complementation groups A, C and D)",795,HGNC
ATM,"TEL1, telomere maintenance 1, homolog (S. cerevisiae)",795,HGNC
ATM,TELO1,795,HGNC
ATM,TEL1,795,HGNC
ATM,ATM serine/threonine kinase,795,HGNC
ATN1,atrophin 1,3033,HGNC
ATN1,B37,3033,HGNC
ATN1,dentatorubral-pallidoluysian atrophy (atrophin-1),3033,HGNC
ATN1,atrophin 1,1822,NCBI Gene
ATN1,B37,1822,NCBI Gene
ATN1,CHEDDA,1822,NCBI Gene
ATN1,D12S755E,1822,NCBI Gene
ATN1,DRPLA,1822,NCBI Gene
ATN1,HRS,1822,NCBI Gene
ATN1,NOD,1822,NCBI Gene
ATN1,atrophin-1,1822,NCBI Gene
ATN1,dentatorubral-pallidoluysian atrophy protein,1822,NCBI Gene
ATN1,atrophin 1,ENSG00000111676,Ensembl
ATN1,B37,ENSG00000111676,Ensembl
ATN1,D12S755E,ENSG00000111676,Ensembl
ATN1,DRPLA,ENSG00000111676,Ensembl
ATP10A,KIAA0566,ENSG00000206190,Ensembl
ATP10A,ATPVC,ENSG00000206190,Ensembl
ATP10A,ATPVA,ENSG00000206190,Ensembl
ATP10A,ATP10C,ENSG00000206190,Ensembl
ATP10A,ATPase phospholipid transporting 10A (putative),ENSG00000206190,Ensembl
ATP10A,probable phospholipid-transporting ATPase VA,57194,NCBI Gene
ATP10A,aminophospholipid translocase VA,57194,NCBI Gene
ATP10A,P4-ATPase flippase complex alpha subunit ATP10A,57194,NCBI Gene
ATP10A,"ATPase, class V, type 10A",57194,NCBI Gene
ATP10A,"ATPase, Class V, type 10C",57194,NCBI Gene
ATP10A,"ATPase type IV, phospholipid transporting (P-type)",57194,NCBI Gene
ATP10A,phospholipid-transporting ATPase VA,57194,NCBI Gene
ATP10A,ATPVC,57194,NCBI Gene
ATP10A,ATPVA,57194,NCBI Gene
ATP10A,ATP10C,57194,NCBI Gene
ATP10A,ATPase phospholipid transporting 10A (putative),57194,NCBI Gene
ATP10A,ATP10C,13542,HGNC
ATP10A,KIAA0566,13542,HGNC
ATP10A,ATPVC,13542,HGNC
ATP10A,ATPVA,13542,HGNC
ATP10A,ATPase phospholipid transporting 10A (putative),13542,HGNC
ATP11A,KIAA1021,ENSG00000068650,Ensembl
ATP11A,ATPIS,ENSG00000068650,Ensembl
ATP11A,ATPIH,ENSG00000068650,Ensembl
ATP11A,ATPase phospholipid transporting 11A,ENSG00000068650,Ensembl
ATP11A,probable phospholipid-transporting ATPase IH,23250,NCBI Gene
ATP11A,potential phospholipid-transporting ATPase IH,23250,NCBI Gene
ATP11A,phospholipid-translocating ATPase,23250,NCBI Gene
ATP11A,P4-ATPase flippase complex alpha subunit ATP11A,23250,NCBI Gene
ATP11A,"ATPase, Class VI, type 11A",23250,NCBI Gene
ATP11A,phospholipid-transporting ATPase IH,23250,NCBI Gene
ATP11A,HLD24,23250,NCBI Gene
ATP11A,DFNA84,23250,NCBI Gene
ATP11A,AUNA2,23250,NCBI Gene
ATP11A,ATPIS,23250,NCBI Gene
ATP11A,ATPIH,23250,NCBI Gene
ATP11A,ATPase phospholipid transporting 11A,23250,NCBI Gene
ATP11A,"ATPase, Class VI, type 11A",13552,HGNC
ATP11A,phospholipid-translocating ATPase,13552,HGNC
ATP11A,potential phospholipid-transporting ATPase IH,13552,HGNC
ATP11A,KIAA1021,13552,HGNC
ATP11A,ATPIS,13552,HGNC
ATP11A,ATPIH,13552,HGNC
ATP11A,ATPase phospholipid transporting 11A,13552,HGNC
ATP12A,HK,ENSG00000075673,Ensembl
ATP12A,H-K-ATPase,ENSG00000075673,Ensembl
ATP12A,ATP1AL1,ENSG00000075673,Ensembl
ATP12A,ATPase H+/K+ transporting non-gastric alpha2 subunit,ENSG00000075673,Ensembl
ATP12A,sodium pump,479,NCBI Gene
ATP12A,non-gastric Na(+)/K(+) ATPase subunit alpha,479,NCBI Gene
ATP12A,HK alpha 2,479,NCBI Gene
ATP12A,"ATPase, Na+/K+ transporting, alpha polypeptide-like 1",479,NCBI Gene
ATP12A,"ATPase, H+/K+ transporting, nongastric, alpha polypeptide",479,NCBI Gene
ATP12A,potassium-transporting ATPase alpha chain 2,479,NCBI Gene
ATP12A,HK,479,NCBI Gene
ATP12A,H-K-ATPase,479,NCBI Gene
ATP12A,ATP1AL1,479,NCBI Gene
ATP12A,ATPase H+/K+ transporting non-gastric alpha2 subunit,479,NCBI Gene
ATP12A,"ATPase, H+/K+ transporting, nongastric, alpha polypeptide",13816,HGNC
ATP12A,"ATPase, Na+/K+ transporting, alpha polypeptide-like 1",13816,HGNC
ATP12A,"sodium/potassium ATPase, alpha polypeptide-like",13816,HGNC
ATP12A,non-gastric H(+)/K(+) ATPase alpha subunit,13816,HGNC
ATP12A,proton pump,13816,HGNC
ATP12A,potassium-transporting ATPase alpha chain 2,13816,HGNC
ATP12A,"ATPase, Na+K+ transporting, alpha-1 polypeptide-like",13816,HGNC
ATP12A,H-K-ATPase,13816,HGNC
ATP12A,HK,13816,HGNC
ATP12A,ATPase H+/K+ transporting non-gastric alpha2 subunit,13816,HGNC
ATP13A2,PARK9,ENSG00000159363,Ensembl
ATP13A2,HSA9947,ENSG00000159363,Ensembl
ATP13A2,CLN12,ENSG00000159363,Ensembl
ATP13A2,ATPase cation transporting 13A2,ENSG00000159363,Ensembl
ATP13A2,probable cation-transporting ATPase 13A2,23400,NCBI Gene
ATP13A2,cation-transporting ATPase 13A2,23400,NCBI Gene
ATP13A2,ATPase type 13A2,23400,NCBI Gene
ATP13A2,ATPase 13A2,23400,NCBI Gene
ATP13A2,polyamine-transporting ATPase 13A2,23400,NCBI Gene
ATP13A2,SPG78,23400,NCBI Gene
ATP13A2,PARK9,23400,NCBI Gene
ATP13A2,KRPPD,23400,NCBI Gene
ATP13A2,HSA9947,23400,NCBI Gene
ATP13A2,CLN12,23400,NCBI Gene
ATP13A2,ATPase cation transporting 13A2,23400,NCBI Gene
ATP13A2,ATPase 13A2,30213,HGNC
ATP13A2,ATPase type 13A2,30213,HGNC
ATP13A2,Parkinson disease (autosomal recessive) 9 (Kufor-Rakeb syndrome),30213,HGNC
ATP13A2,CLN12,30213,HGNC
ATP13A2,HSA9947,30213,HGNC
ATP13A2,ATPase cation transporting 13A2,30213,HGNC
ATP1A1,ATPase Na+/K+ transporting subunit alpha 1,ENSG00000163399,Ensembl
ATP1A1,"sodium-potassium-ATPase, alpha 1 polypeptide",476,NCBI Gene
ATP1A1,sodium-potassium ATPase catalytic subunit alpha-1,476,NCBI Gene
ATP1A1,sodium pump subunit alpha-1,476,NCBI Gene
ATP1A1,"Na,K-ATPase catalytic subunit alpha-A protein",476,NCBI Gene
ATP1A1,"Na,K-ATPase alpha-1 subunit",476,NCBI Gene
ATP1A1,"Na, K-ATPase, alpha-A catalytic polypeptide",476,NCBI Gene
ATP1A1,Na+/K+ ATPase 1,476,NCBI Gene
ATP1A1,Na(+)/K(+) ATPase alpha-1 subunit,476,NCBI Gene
ATP1A1,"ATPase, Na+/K+ transporting, alpha 1 polypeptide",476,NCBI Gene
ATP1A1,sodium/potassium-transporting ATPase subunit alpha-1,476,NCBI Gene
ATP1A1,HOMGSMR2,476,NCBI Gene
ATP1A1,CMT2DD,476,NCBI Gene
ATP1A1,ATPase Na+/K+ transporting subunit alpha 1,476,NCBI Gene
ATP1A1,"ATPase, Na+/K+ transporting, alpha 1 polypeptide",799,HGNC
ATP1A1,sodium-potassium ATPase catalytic subunit alpha-1,799,HGNC
ATP1A1,sodium pump subunit alpha-1,799,HGNC
ATP1A1,sodium/potassium-transporting ATPase subunit alpha-1,799,HGNC
ATP1A1,ATPase Na+/K+ transporting subunit alpha 1,799,HGNC
ATP1A2,MHP2,ENSG00000018625,Ensembl
ATP1A2,FHM2,ENSG00000018625,Ensembl
ATP1A2,ATPase Na+/K+ transporting subunit alpha 2,ENSG00000018625,Ensembl
ATP1A2,sodium/potassium-transporting ATPase alpha-2 chain,477,NCBI Gene
ATP1A2,sodium-potassium ATPase catalytic subunit alpha-2,477,NCBI Gene
ATP1A2,sodium pump subunit alpha-2,477,NCBI Gene
ATP1A2,"Na+/K+ ATPase, alpha-B polypeptide",477,NCBI Gene
ATP1A2,"Na+/K+ ATPase, alpha-A(+) catalytic polypeptide",477,NCBI Gene
ATP1A2,Na(+)/K(+) ATPase alpha-2 subunit,477,NCBI Gene
ATP1A2,ATPase Na+/K+ transporting alpha 2 polypeptide,477,NCBI Gene
ATP1A2,sodium/potassium-transporting ATPase subunit alpha-2,477,NCBI Gene
ATP1A2,MHP2,477,NCBI Gene
ATP1A2,FHM2,477,NCBI Gene
ATP1A2,FARIMPD,477,NCBI Gene
ATP1A2,DEE98,477,NCBI Gene
ATP1A2,ATPase Na+/K+ transporting subunit alpha 2,477,NCBI Gene
ATP1A2,"ATPase, Na+/K+ transporting, alpha 2 polypeptide",800,HGNC
ATP1A2,"ATPase, Na+/K+ transporting, alpha 2 (+) polypeptide",800,HGNC
ATP1A2,"migraine, hemiplegic 2",800,HGNC
ATP1A2,sodium-potassium ATPase catalytic subunit alpha-2,800,HGNC
ATP1A2,sodium pump subunit alpha-2,800,HGNC
ATP1A2,sodium/potassium-transporting ATPase subunit alpha-2,800,HGNC
ATP1A2,FHM2,800,HGNC
ATP1A2,ATPase Na+/K+ transporting subunit alpha 2,800,HGNC
ATP1A3,DYT12,ENSG00000105409,Ensembl
ATP1A3,ATPase Na+/K+ transporting subunit alpha 3,ENSG00000105409,Ensembl
ATP1A3,sodium/potassium-transporting ATPase alpha-3 chain,478,NCBI Gene
ATP1A3,"sodium-potassium-ATPase, alpha 3 polypeptide",478,NCBI Gene
ATP1A3,sodium-potassium ATPase catalytic subunit alpha-3,478,NCBI Gene
ATP1A3,sodium pump subunit alpha-3,478,NCBI Gene
ATP1A3,Na+/K+ ATPase 3,478,NCBI Gene
ATP1A3,"Na+, K+ activated adenosine triphosphatase alpha subunit",478,NCBI Gene
ATP1A3,Na(+)/K(+) ATPase alpha-3 subunit,478,NCBI Gene
ATP1A3,Na(+)/K(+) ATPase alpha(III) subunit,478,NCBI Gene
ATP1A3,"ATPase, Na+/K+ transporting, alpha 3 polypeptide",478,NCBI Gene
ATP1A3,sodium/potassium-transporting ATPase subunit alpha-3,478,NCBI Gene
ATP1A3,RDP,478,NCBI Gene
ATP1A3,DYT12,478,NCBI Gene
ATP1A3,DEE99,478,NCBI Gene
ATP1A3,CAPOS,478,NCBI Gene
ATP1A3,ATP1A1,478,NCBI Gene
ATP1A3,AHC2,478,NCBI Gene
ATP1A3,ATPase Na+/K+ transporting subunit alpha 3,478,NCBI Gene
ATP1A3,"ATPase, Na+/K+ transporting, alpha 3 polypeptide",801,HGNC
ATP1A3,dystonia 12,801,HGNC
ATP1A3,sodium-potassium ATPase catalytic subunit alpha-3,801,HGNC
ATP1A3,sodium pump subunit alpha-3,801,HGNC
ATP1A3,sodium/potassium-transporting ATPase subunit alpha-3,801,HGNC
ATP1A3,ATPase Na+/K+ transporting subunit alpha 3,801,HGNC
ATP1B1,ATP1B,ENSG00000143153,Ensembl
ATP1B1,ATPase Na+/K+ transporting subunit beta 1,ENSG00000143153,Ensembl
ATP1B1,sodium/potassium-transporting ATPase beta-1 chain,481,NCBI Gene
ATP1B1,sodium/potassium-dependent ATPase beta-1 subunit,481,NCBI Gene
ATP1B1,sodium-potassium ATPase subunit beta 1 (non-catalytic),481,NCBI Gene
ATP1B1,sodium pump subunit beta-1,481,NCBI Gene
ATP1B1,adenosinetriphosphatase,481,NCBI Gene
ATP1B1,"Na, K-ATPase beta-1 polypeptide",481,NCBI Gene
ATP1B1,"Beta 1-subunit of Na(+),K(+)-ATPase",481,NCBI Gene
ATP1B1,"ATPase, Na+/K+ transporting, beta 1 polypeptide",481,NCBI Gene
ATP1B1,sodium/potassium-transporting ATPase subunit beta-1,481,NCBI Gene
ATP1B1,ATP1B,481,NCBI Gene
ATP1B1,ATPase Na+/K+ transporting subunit beta 1,481,NCBI Gene
ATP1B1,"ATPase, Na+/K+ transporting, beta 1 polypeptide",804,HGNC
ATP1B1,sodium-potassium ATPase subunit beta 1 (non-catalytic),804,HGNC
ATP1B1,sodium pump subunit beta-1,804,HGNC
ATP1B1,sodium/potassium-transporting ATPase subunit beta-1,804,HGNC
ATP1B1,ATPase Na+/K+ transporting subunit beta 1,804,HGNC
ATP2A1,ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 1,811,HGNC
ATP2A1,SERCA1,811,HGNC
ATP2A1,sarcoplasmic/endoplasmic reticulum calcium ATPase 1,811,HGNC
ATP2A1,calcium pump 1,811,HGNC
ATP2A1,"ATPase, Ca++ transporting, cardiac muscle, fast twitch 1",811,HGNC
ATP2A1,ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 1,487,NCBI Gene
ATP2A1,ATP2A,487,NCBI Gene
ATP2A1,SERCA1,487,NCBI Gene
ATP2A1,sarcoplasmic/endoplasmic reticulum calcium ATPase 1,487,NCBI Gene
ATP2A1,"ATPase, Ca++ transporting, cardiac muscle, fast twitch 1",487,NCBI Gene
ATP2A1,SR Ca(2+)-ATPase 1,487,NCBI Gene
ATP2A1,calcium pump 1,487,NCBI Gene
ATP2A1,endoplasmic reticulum class 1/2 Ca(2+) ATPase,487,NCBI Gene
ATP2A1,ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 1,ENSG00000196296,Ensembl
ATP2A1,ATP2A,ENSG00000196296,Ensembl
ATP2A1,SERCA1,ENSG00000196296,Ensembl
ATP2A2,SERCA2,ENSG00000174437,Ensembl
ATP2A2,DAR,ENSG00000174437,Ensembl
ATP2A2,ATP2B,ENSG00000174437,Ensembl
ATP2A2,ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 2,ENSG00000174437,Ensembl
ATP2A2,endoplasmic reticulum class 1/2 Ca(2+) ATPase,488,NCBI Gene
ATP2A2,cardiac Ca2+ ATPase,488,NCBI Gene
ATP2A2,calcium pump 2,488,NCBI Gene
ATP2A2,SR Ca(2+)-ATPase 2,488,NCBI Gene
ATP2A2,"ATPase, Ca++ dependent, slow-twitch, cardiac muscle-2",488,NCBI Gene
ATP2A2,ATPase Ca++ transporting cardiac muscle slow twitch 2,488,NCBI Gene
ATP2A2,sarcoplasmic/endoplasmic reticulum calcium ATPase 2,488,NCBI Gene
ATP2A2,SERCA2,488,NCBI Gene
ATP2A2,DD,488,NCBI Gene
ATP2A2,DAR,488,NCBI Gene
ATP2A2,ATP2B,488,NCBI Gene
ATP2A2,ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 2,488,NCBI Gene
ATP2A2,"ATPase, Ca++ transporting, cardiac muscle, slow twitch 2",812,HGNC
ATP2A2,calcium pump 2,812,HGNC
ATP2A2,sarcoplasmic/endoplasmic reticulum calcium ATPase 2,812,HGNC
ATP2A2,SERCA2,812,HGNC
ATP2A2,ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 2,812,HGNC
ATP2A3,SERCA3,ENSG00000074370,Ensembl
ATP2A3,ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 3,ENSG00000074370,Ensembl
ATP2A3,sarco/endoplasmic reticulum Ca2+ -ATPase,489,NCBI Gene
ATP2A3,calcium-translocating P-type ATPase,489,NCBI Gene
ATP2A3,calcium pump 3,489,NCBI Gene
ATP2A3,"adenosine triphosphatase, calcium",489,NCBI Gene
ATP2A3,SR Ca(2+)-ATPase 3,489,NCBI Gene
ATP2A3,"ATPase, Ca++ transporting, ubiquitous",489,NCBI Gene
ATP2A3,"ATPase, Ca(2+)-transporting, ubiquitous",489,NCBI Gene
ATP2A3,sarcoplasmic/endoplasmic reticulum calcium ATPase 3,489,NCBI Gene
ATP2A3,SERCA3,489,NCBI Gene
ATP2A3,ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 3,489,NCBI Gene
ATP2A3,"ATPase, Ca++ transporting, ubiquitous",813,HGNC
ATP2A3,calcium pump 3,813,HGNC
ATP2A3,sarcoplasmic/endoplasmic reticulum calcium ATPase 3,813,HGNC
ATP2A3,SERCA3,813,HGNC
ATP2A3,ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 3,813,HGNC
ATP2B1,ATPase plasma membrane Ca2+ transporting 1,814,HGNC
ATP2B1,PMCA1,814,HGNC
ATP2B1,plasma membrane calcium-transporting ATPase 1,814,HGNC
ATP2B1,"ATPase, Ca++ transporting, plasma membrane 1",814,HGNC
ATP2B1,ATPase plasma membrane Ca2+ transporting 1,490,NCBI Gene
ATP2B1,MRD66,490,NCBI Gene
ATP2B1,PMCA1,490,NCBI Gene
ATP2B1,PMCA1kb,490,NCBI Gene
ATP2B1,plasma membrane calcium-transporting ATPase 1,490,NCBI Gene
ATP2B1,"ATPase, Ca++ transporting, plasma membrane 1",490,NCBI Gene
ATP2B1,plasma membrane calcium pump,490,NCBI Gene
ATP2B1,ATPase plasma membrane Ca2+ transporting 1,ENSG00000070961,Ensembl
ATP2B1,PMCA1,ENSG00000070961,Ensembl
ATP2B2,PMCA2,ENSG00000157087,Ensembl
ATP2B2,ATPase plasma membrane Ca2+ transporting 2,ENSG00000157087,Ensembl
ATP2B2,plasma membrane calcium pump,491,NCBI Gene
ATP2B2,plasma membrane calcium ATPase,491,NCBI Gene
ATP2B2,plasma membrane Ca2+ pump 2,491,NCBI Gene
ATP2B2,plasma membrane Ca(2+)-ATPase,491,NCBI Gene
ATP2B2,"ATPase, Ca++ transporting, plasma membrane 2",491,NCBI Gene
ATP2B2,plasma membrane calcium-transporting ATPase 2,491,NCBI Gene
ATP2B2,PMCA2i,491,NCBI Gene
ATP2B2,PMCA2a,491,NCBI Gene
ATP2B2,PMCA2,491,NCBI Gene
ATP2B2,DFNA82,491,NCBI Gene
ATP2B2,ATPase plasma membrane Ca2+ transporting 2,491,NCBI Gene
ATP2B2,"ATPase, Ca++ transporting, plasma membrane 2",815,HGNC
ATP2B2,plasma membrane calcium-transporting ATPase 2,815,HGNC
ATP2B2,plasma membrane Ca2+ pump 2,815,HGNC
ATP2B2,PMCA2,815,HGNC
ATP2B2,ATPase plasma membrane Ca2+ transporting 2,815,HGNC
ATP2B3,SCAX1,ENSG00000067842,Ensembl
ATP2B3,PMCA3,ENSG00000067842,Ensembl
ATP2B3,CLA2,ENSG00000067842,Ensembl
ATP2B3,CFAP39,ENSG00000067842,Ensembl
ATP2B3,ATPase plasma membrane Ca2+ transporting 3,ENSG00000067842,Ensembl
ATP2B3,plasma membrane calcium pump,492,NCBI Gene
ATP2B3,plasma membrane calcium ATPase,492,NCBI Gene
ATP2B3,cilia and flagella associated protein 39,492,NCBI Gene
ATP2B3,"ATPase, Ca++ transporting, plasma membrane 3",492,NCBI Gene
ATP2B3,plasma membrane calcium-transporting ATPase 3,492,NCBI Gene
ATP2B3,SCAX1,492,NCBI Gene
ATP2B3,PMCA3a,492,NCBI Gene
ATP2B3,PMCA3,492,NCBI Gene
ATP2B3,OPCA,492,NCBI Gene
ATP2B3,CLA2,492,NCBI Gene
ATP2B3,CFAP39,492,NCBI Gene
ATP2B3,ATPase plasma membrane Ca2+ transporting 3,492,NCBI Gene
ATP2B3,"ATPase, Ca++ transporting, plasma membrane 3",816,HGNC
ATP2B3,cerebellar ataxia 2 (X-linked),816,HGNC
ATP2B3,"spinocerebellar ataxia, X-linked 1",816,HGNC
ATP2B3,cilia and flagella associated protein 39,816,HGNC
ATP2B3,plasma membrane calcium-transporting ATPase 3,816,HGNC
ATP2B3,CFAP39,816,HGNC
ATP2B3,PMCA3,816,HGNC
ATP2B3,ATPase plasma membrane Ca2+ transporting 3,816,HGNC
ATP2B4,PMCA4,ENSG00000058668,Ensembl
ATP2B4,MXRA1,ENSG00000058668,Ensembl
ATP2B4,ATP2B2,ENSG00000058668,Ensembl
ATP2B4,ATPase plasma membrane Ca2+ transporting 4,ENSG00000058668,Ensembl
ATP2B4,sarcolemmal calcium pump,493,NCBI Gene
ATP2B4,matrix-remodeling-associated protein 1,493,NCBI Gene
ATP2B4,"ATPase, Ca++ transporting, plasma membrane 4",493,NCBI Gene
ATP2B4,plasma membrane calcium-transporting ATPase 4,493,NCBI Gene
ATP2B4,PMCA4x,493,NCBI Gene
